id,recipename_id,NumStep,StepDesc
198,57,4,"Reduce heat to medium and add remaining oil to pan. Add mushrooms and garlic and sautv© for 5 minutes, or until mushrooms are soft and golden. Add soy sauce and stock and bring to a boil. Add spring onion. Mix cornflour with water, then pour into liquid in pan and stir over heat until sauce has thickened. Add coriander. Arrange tofu on serving plates, spoon mushroom mixture over and sprinkle with toasted sesame seeds."
199,58,1,Preheat oven to 200¬8C (390¬8F). Lightly grease a 20 cm fluted flan tin.
200,58,2,"Roll out pastry and use it to line the flan tin. Cover base of pastry case with baking paper, then cover paper with dried beans or rice to stop the pastry base from puffing up during cooking. Bake for 15 minutes. Remove beans and paper and bake for a further 10 minutes. Remove from oven and reduce temperature to 160¬8C (320¬8F)."
201,58,3,"Heat oil in a large frying pan over high heat. Add leek and cook for 5 minutes, or until soft. Add garlic and cook for a further 2 minutes. Remove pan from heat and set aside."
202,58,4,"Cover tart base with salmon, broccoli and cheese. In a small bowl, mix eggs, milk, yoghurt and dill. Add leek and garlic, season lightly and pour over tart filling. "
203,58,5,"Bake for approximately 45 minutes, or until lightly browned and puffy in the centre. Serve with a green salad."
204,59,1,"Place a bamboo steamer in a large frying pan or wok, then pour a little water into the pan. (The water level should not reach the middle of the steamer.) Bring the water to a boil. "
205,59,2,"Meanwhile, place fish on a small plate that fits into the steamer (you may need to cook the fish in 2 batches, depending on the size of the steamer). In a small bowl, mix garlic, ginger, lemongrass, lime leaves, fish sauce, sesame oil and half the spring onion. Spoon the mixture over the fish, then lay the lime slices on top. Carefully transfer the plate with the fish to the steamer and steam, covered, for 10 minutes. Remove from heat, transfer fish to serving plates and spoon over cooking juices. Garnish with coriander, chilli, lime wedges and the remaining spring onion, and serve with steamed mixed vegetables."
206,60,1,Preheat oven to 220¬8C (425¬8F).
207,60,2,"Tear off a large sheet of foil or baking paper and lay it on your work surface. In the middle of the foil place a quarter of the spinach leaves. Place a piece of fish on top, then sprinkle with a quarter of the ginger and spring onion and drizzle with 2 teaspoons of soy. Bring together the long sides of the foil and fold the edge over several times. Now fold in the short ends of the foil several times to ensure the parcel is well-sealed. Repeat this process with the remaining spinach, fish and condiments."
208,60,3,Gently place the four parcels in a single layer in a baking dish and bake for 15 minutes.
209,60,4,Open each parcel carefully and slide contents onto a warm plate. Garnish with coriander and lime wedges. Serve with your favourite vegetables or salad.
210,60,5,"Fish parcels are dead-easy and accommodate lots of different ingredients. Try this method of cooking with your favourite white fish topped with a few drops of sesame oil, a small amount of crushed black beans mixed with soy sauce, sliced ginger and a splash of dry sherry."
211,61,1,"Preheat a grill plate or barbecue grill to high. Brush chops with plum sauce, then cook, being careful not to burn the sauce, for 5 minutes each side, or until done to your liking."
212,61,2,"Meanwhile, place remaining ingredients in a bowl and mix well. Cover bowl and set aside for 5 minutes to allow the flavours to infuse. Serve with the chops."
213,62,1,"Place all marinade ingredients in a large bowl. Add pork and, using a wooden spoon, turn to coat thoroughly. Cover bowl and refrigerate for 1‚Äì2 hours."
214,62,2,"If using bamboo skewers, soak them in hot water for 30 minutes before use."
215,62,3,Preheat a grill plate or barbecue grill to high.
216,62,4,Thread pork and onion onto 4 long skewers. Grill for 2 minutes each side - 8 minutes in total - or until cooked through. Serve with a mixed-leaf salad.
217,63,1,"Heat oil in a heavy-based saucepan over medium heat. Add lamb shanks and cook, turning occasionally, for 10 minutes, or until golden. Remove shanks from pan and set aside. Add onion, carrots and celery to pan and cook for 5 minutes, or until soft. Return shanks to pan, add rosemary, garlic, tomatoes, stock and water, and bring to a boil. Reduce heat and simmer for 40 minutes, or until meat is almost falling off the bone."
218,63,2,"Using a large spoon, skim off any foam, then remove shanks from soup. Allow to cool a little, then pull meat off the bone and chop roughly. Return meat to the soup, season with pepper and serve sprinkled with lemon zest and parsley."
219,64,1,"Mix mustard, garlic and lime juice in a bowl. Add chicken, turning to coat thoroughly. Cover andchill for  30 minutes."
220,64,2,Bring a small saucepan of lightly salted water to a boil. Blanch snow peas for 3 minutes.Drain and cool under cold running water.
221,64,3,Preheat griller or a grill plate to hot. Cook chicken for 5 minutes each side. Remove fromheat and set aside for 5 minutes to rest. 
222,64,4,"Place snow peas, rocket, tomatoes, avocado, basil and onion in a large salad bowl. Add oiland balsamic vinegar and gently toss. Arrange salad on serving plates, then top with chicken andserve immediately."
223,65,1,"Coat mince with half the oil. In a hot pan, brown mince in small batches. Set aside. Heat the remaining oil in a large saucepan over medium heat. Add onion, carrot, celery and garlic and cook for 4 minutes, or until soft. Dissolve stock cube in water, then add to pan with cooked mince along with vegetables, flour, wine, tomato and herbs. Bring to a boil, then simmer for 25 minutes."
224,65,2,Preheat oven to 180¬8C (350¬8F).
225,65,3,"In a bowl, roughly mash sweet potatoes and pumpkin with a fork. Season to taste."
226,65,4,"Spoon pie filling into a 1-litre capacity ovenproof casserole dish or 4 individual dishes. Top with mash, then bake for 20 minutes. Serve with a mixed-leaf salad."
227,66,1,Preheat oven to 200¬8C (390¬8F).
228,66,2,"In a small bowl, combine onion, capers, parsley, 1 tablespoon of the oil and half the lemon juice and zest."
229,66,3,"Tear off 4 large pieces of foil. Place a fish fillet in the centre of each and spoon over lemon and caper mixture. Bring together the long sides of each foil parcel and fold the edge over several times. Now fold in the short ends of the foil several times to ensure the parcel is well sealed. Transfer parcels to a baking tray and cook for 10 minutes, or until fish is cooked through. (The exact cooking time will depend on the thickness of the fillets.)"
230,66,4,"Meanwhile, steam squash for 5 minutes, or until cooked. Drain and slice thickly while still hot. Transfer to a large bowl and add spinach leaves. Toss to combine, and drizzle with remaining lemon juice and zest. Season lightly and serve alongside the steamed bream."
231,67,1,"Heat a small non-stick frying pan over medium heat. Add pine nuts and toss for 5 minutes, or until toasted and golden. Set aside."
232,67,2,Lightly spray tuna steaks with oil spray. Heat a large non-stick frying pan or grill plate over high heat until almost smoking. Add tuna and cook for 2 minutes each side ‚Äì the tuna should still be pink and ‚Äòglassy‚Äô in the middle (don‚Äôt be tempted to cook the tuna any longer or it will be dry and unpleasant). Allow to cool slightly.
233,67,3,Place remaining ingredients and pine nuts in a bowl and gently toss. Season to taste. 
234,67,4,Serve tuna with bean salad on the side.
235,68,1,"In a cup, mix cornflour, stock, soy and sesame oil."
236,68,2,"Combine beef, peanut oil, garlic and ginger in a large bowl."
237,68,3,"Heat a wok or large frying pan over high heat. When wok is hot, stir-fry beef mixture in batches until browned. Set aside. Add mushrooms to wok and stir-fry for 2 minutes. Add spring onions and snow peas and toss to combine. Stir cornflour mixture, then pour into wok and stir over high heat until sauce has thickened. Return beef to wok to heat through."
238,68,4,"Serve with rice from your daily bread allowance, if desired."
239,68,5,"Many, many ingredients go with beef, and almost everything can be stir-fried. Toss the following combinations in your wok: beef, garlic, ginger, capsicum (pepper), chilli, green beans and black bean sauce; beef, garlic, basil, snow peas (mange-tout), broccoli and soy sauce; beef, ginger, shiitake mushrooms, baby bok choy (pak choi) and hoi sin."
240,69,1,"Mix tandoori paste and yoghurt in a bowl. Add chicken, turning to coat thoroughly. Cover and chill for anywhere from 30 minutes to overnight ‚Äì the longer you leave it, the better the result."
241,69,2,"Heat a grill plate or non-stick frying pan over high heat and cook chicken for 6 minutes each side, or until cooked through. Set aside for 5 minutes to rest. Cut into strips."
242,69,3,"Mix all dressing ingredients in a small bowl. Place rocket, tomato and cucumber in a large salad bowl and top with chicken. Drizzle dressing over and serve with coriander sprigs and lemon wedges."
243,70,1,Preheat oven to 170¬8C (340¬8F).
244,70,2,"Slice tops off tomatoes and carefully remove flesh with a teaspoon, reserving lids and flesh for later. Place tomato shells upside down on paper towels to drain."
245,70,3,"Place tuna, onion, basil, lemon zest, ricotta and tomato flesh in a bowl, season well with pepper and combine thoroughly. Spoon tuna mixture into tomato shells and replace tops. Transfer tomatoes to an ovenproof dish and drizzle with olive oil. Bake for 20 minutes, or until heated through. Serve with roasted zucchini or rocket salad."
246,71,1,"Place all ingredients except yoghurt in a large bowl and mix well. Season lightly. Form mixture into 8 patties. Transfer to a plate, cover and refrigerate for 15 minutes. "
247,71,2,"Heat a grill plate or barbecue grill to high. Add patties and cook for 6‚Äì8 minutes each side, or until cooked through. Serve with a dollop of yoghurt and steamed green vegetables or a salad."
248,72,1,"In a large bowl, mix all ingredients except olive oil. Season lightly. Form mixture into 8 equal portions, then roll each to form a sausage shape. "
249,72,2,"Heat oil in a large heavy-based frying pan over medium heat. Add sausages and cook, turning frequently, for 10 minutes, or until all sides are golden and sausages are cooked through. Serve with a salad, greens or pumpkin mash¬ø‚Äì¬øor all three."
250,73,1,Preheat oven to 170¬8C (340¬8F). Lightly grease a 20 cm ovenproof flan dish.
251,73,2,"Heat oil in a large non-stick frying pan over medium heat. Add onion and sautv© for 5 minutes, or until soft. Add zucchini and cook for 2 minutes. Transfer to a bowl to cool."
252,73,3,"In a separate bowl, whisk eggs and yoghurt. Add remaining ingredients and zucchini mix, season lightly and stir to combine. Spoon mixture into prepared dish and bake for 35 minutes, or until golden and firm to the touch. Cut into slices and serve warm or cold with a crisp salad."
253,74,1,"Heat oil in a large non-stick frying pan over medium heat. Add beef strips in batches and cook for 5 minutes, or until browned. Return all meat to pan, add onion, garlic and mushrooms and cook for 10 minutes, or until vegetables are soft. Stir in stock, Worcestershire sauce and cornflour mixture and bring to a boil. Reduce heat and simmer, covered, for 10 minutes. Stir in yoghurt and parsley, and season to taste. "
